GqlToGremlin		0.1	1	42.1630	8773828
GqlToGremlin		0.1	2	44.5620	82990
GqlToGremlin		0.1	3	7.1750	30456
GqlToGremlin		0.1	4	8.4260	784511
GqlToGremlin		0.1	5	18.1290	1079722
GqlToGremlin		0.1	7	17.5670	1628132
GqlToGremlin		0.1	8	25.0420	537142
