Gremlin	janus	0.1	8	18.6780	537142
Gremlin	janus	0.1	4	9.0490	784511
Gremlin	janus	0.1	5	11.5970	1079722
Gremlin	janus	0.1	3	10.8250	30456
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	4	8.8980	784511
Gremlin	janus	0.1	8	13.2100	537142
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	3	11.7350	30456
Gremlin	janus	0.1	5	11.3110	1079722
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	4	9.4310	784511
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	5	11.7290	1079722
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	8	13.6430	537142
Gremlin	janus	0.1	3	10.4060	30456
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	3	10.3890	30456
Gremlin	janus	0.1	8	13.5320	537142
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	5	12.1250	1079722
Gremlin	janus	0.1	4	8.8810	784511
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	5	11.5920	1079722
Gremlin	janus	0.1	3	10.4550	30456
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	8	13.8010	537142
Gremlin	janus	0.1	4	9.2930	784511
Gremlin	janus	0.1	3	10.4540	30456
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	4	9.6920	784511
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	8	13.6730	537142
Gremlin	janus	0.1	5	11.4990	1079722
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	4	9.3060	784511
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	5	11.7170	1079722
Gremlin	janus	0.1	3	10.4080	30456
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	8	14.1890	537142
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	4	9.2140	784511
Gremlin	janus	0.1	3	10.5500	30456
Gremlin	janus	0.1	8	13.3940	537142
Gremlin	janus	0.1	5	11.9100	1079722
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	5	12.3070	1079722
Gremlin	janus	0.1	3	10.4330	30456
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	4	9.8590	784511
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	1	FAILED	
Gremlin	janus	0.1	8	14.7180	537142
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	3	11.8410	30456
Gremlin	janus	0.1	5	12.4230	1079722
Gremlin	janus	0.1	6	FAILED	
Gremlin	janus	0.1	2	FAILED	
Gremlin	janus	0.1	8	21.9180	537142
Gremlin	janus	0.1	4	9.6280	784511
Gremlin	janus	0.1	9	FAILED	
Gremlin	janus	0.1	1	FAILED	
