GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.3910	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8690	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.4330	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0580	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4470	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	13.0050	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8610	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	9.9170	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	13.0310	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.5120	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0750	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.5310	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	13.2840	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8640	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.5250	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4540	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0980	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.1860	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.1720	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0490	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	11.3190	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.5060	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.6610	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8660	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	13.2610	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.4930	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4920	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0600	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.2380	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8720	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0920	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	13.2140	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8550	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4740	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.2510	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.4400	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4470	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8610	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0450	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.4570	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	11.4580	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.4440	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.9380	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.1480	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.5300	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4710	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0660	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	11.2330	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.4960	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8940	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.4720	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	13.3760	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0950	8773828
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.2320	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	5	3.7130	1079722
GqlToGremlin[Greedy Ordering]	arcade	0.1	2	11.4290	82990
GqlToGremlin[Greedy Ordering]	arcade	0.1	8	10.3930	537142
GqlToGremlin[Greedy Ordering]	arcade	0.1	4	0.8650	784511
GqlToGremlin[Greedy Ordering]	arcade	0.1	7	2.5030	1628132
GqlToGremlin[Greedy Ordering]	arcade	0.1	1	1.0780	8773828
