Gremlin	arcade	0.1	8	9.1440	537142
Gremlin	arcade	0.1	4	7.0850	784511
Gremlin	arcade	0.1	5	6.3270	1079722
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	4	7.6260	784511
Gremlin	arcade	0.1	8	9.0710	537142
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	5	6.6740	1079722
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	4	7.8230	784511
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	5	6.7220	1079722
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	8	9.0770	537142
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	8	9.0860	537142
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	5	7.1360	1079722
Gremlin	arcade	0.1	4	7.6450	784511
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	5	6.8710	1079722
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	8	9.1380	537142
Gremlin	arcade	0.1	4	7.6390	784511
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	4	8.3040	784511
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	8	9.1640	537142
Gremlin	arcade	0.1	5	6.6750	1079722
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	4	7.5300	784511
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	5	6.7220	1079722
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	8	9.6280	537142
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	4	7.6390	784511
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	8	9.0300	537142
Gremlin	arcade	0.1	5	6.5690	1079722
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	5	7.1960	1079722
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	4	7.4280	784511
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	1	FAILED
Gremlin	arcade	0.1	8	9.3400	537142
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	3	FAILED
Gremlin	arcade	0.1	5	6.6070	1079722
Gremlin	arcade	0.1	6	FAILED
Gremlin	arcade	0.1	2	FAILED
Gremlin	arcade	0.1	8	9.2130	537142
Gremlin	arcade	0.1	4	7.6300	784511
Gremlin	arcade	0.1	9	FAILED
Gremlin	arcade	0.1	1	FAILED
