GqlToGremlin		0.1	7	0.1180	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	1	0.0040	0
GqlToGremlin		0.1	5	0.1230	0
GqlToGremlin		0.1	3	0.0170	0
GqlToGremlin		0.1	2	0.0230	0
GqlToGremlin		0.1	8	0.1430	0
GqlToGremlin		0.1	4	0.0030	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	8	0.1210	0
GqlToGremlin		0.1	5	0.1190	0
GqlToGremlin		0.1	7	0.1180	0
GqlToGremlin		0.1	1	0.0040	0
GqlToGremlin		0.1	2	0.0170	0
GqlToGremlin		0.1	5	0.1210	0
GqlToGremlin		0.1	3	0.0170	0
GqlToGremlin		0.1	4	0.0030	0
GqlToGremlin		0.1	7	0.1470	0
GqlToGremlin		0.1	2	0.0170	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	8	0.1190	0
GqlToGremlin		0.1	3	0.0160	0
GqlToGremlin		0.1	5	0.1170	0
GqlToGremlin		0.1	2	0.0160	0
GqlToGremlin		0.1	8	0.1220	0
GqlToGremlin		0.1	4	0.0030	0
GqlToGremlin		0.1	7	0.1180	0
GqlToGremlin		0.1	1	0.0040	0
