GqlToGremlin		0.1	8	0.3590	0
GqlToGremlin		0.1	4	0.0060	0
GqlToGremlin		0.1	5	0.1290	0
GqlToGremlin		0.1	3	0.0220	0
GqlToGremlin		0.1	1	0.0090	0
GqlToGremlin		0.1	7	0.1250	0
GqlToGremlin		0.1	2	0.0190	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	8	0.1570	0
GqlToGremlin		0.1	2	0.0220	0
GqlToGremlin		0.1	7	0.1230	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	3	0.0200	0
GqlToGremlin		0.1	5	0.1250	0
GqlToGremlin		0.1	2	0.0170	0
GqlToGremlin		0.1	4	0.0070	0
GqlToGremlin		0.1	5	0.1230	0
GqlToGremlin		0.1	7	0.1270	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	8	0.1490	0
GqlToGremlin		0.1	3	0.0200	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	8	0.1290	0
GqlToGremlin		0.1	1	0.0060	0
GqlToGremlin		0.1	2	0.0240	0
GqlToGremlin		0.1	7	0.1190	0
GqlToGremlin		0.1	5	0.1280	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	2	0.0180	0
GqlToGremlin		0.1	5	0.1220	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	7	0.1510	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	8	0.1280	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	2	0.0160	0
GqlToGremlin		0.1	4	0.0030	0
GqlToGremlin		0.1	7	0.1220	0
GqlToGremlin		0.1	8	0.1280	0
GqlToGremlin		0.1	5	0.1200	0
GqlToGremlin		0.1	7	0.1240	0
GqlToGremlin		0.1	4	0.0030	0
GqlToGremlin		0.1	1	0.0040	0
GqlToGremlin		0.1	5	0.1480	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	2	0.0190	0
GqlToGremlin		0.1	8	0.1220	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	3	0.0240	0
GqlToGremlin		0.1	8	0.1220	0
GqlToGremlin		0.1	5	0.1230	0
GqlToGremlin		0.1	7	0.1220	0
GqlToGremlin		0.1	1	0.0040	0
GqlToGremlin		0.1	2	0.0200	0
GqlToGremlin		0.1	5	0.1630	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	7	0.1230	0
GqlToGremlin		0.1	2	0.0160	0
GqlToGremlin		0.1	1	0.0060	0
GqlToGremlin		0.1	8	0.1200	0
GqlToGremlin		0.1	3	0.0180	0
GqlToGremlin		0.1	5	0.1200	0
GqlToGremlin		0.1	2	0.0150	0
GqlToGremlin		0.1	8	0.1200	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	7	0.1530	0
GqlToGremlin		0.1	1	0.0030	0
test
GqlToGremlin		0.1	8	0.3540	0
GqlToGremlin		0.1	4	0.0080	0
GqlToGremlin		0.1	5	0.1280	0
GqlToGremlin		0.1	3	0.0230	0
GqlToGremlin		0.1	1	0.0060	0
GqlToGremlin		0.1	7	0.1220	0
GqlToGremlin		0.1	2	0.0190	0
GqlToGremlin		0.1	4	0.0060	0
GqlToGremlin		0.1	8	0.1210	0
GqlToGremlin		0.1	2	0.0180	0
GqlToGremlin		0.1	7	0.1510	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	5	0.1170	0
GqlToGremlin		0.1	2	0.0190	0
GqlToGremlin		0.1	4	0.0050	0
GqlToGremlin		0.1	5	0.1260	0
GqlToGremlin		0.1	7	0.1180	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	8	0.1200	0
GqlToGremlin		0.1	3	0.0240	0
GqlToGremlin		0.1	3	0.0260	0
GqlToGremlin		0.1	8	0.1510	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	2	0.0180	0
GqlToGremlin		0.1	7	0.1180	0
GqlToGremlin		0.1	5	0.1200	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	2	0.0170	0
GqlToGremlin		0.1	5	0.1210	0
GqlToGremlin		0.1	3	0.0190	0
GqlToGremlin		0.1	7	0.1170	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	8	0.1190	0
GqlToGremlin		0.1	4	0.0040	0
GqlToGremlin		0.1	3	0.0160	0
GqlToGremlin		0.1	1	0.0050	0
GqlToGremlin		0.1	2	0.0440	0
GqlToGremlin		0.1	4	0.0030	0
GqlToGremlin		0.1	7	0.1180	0
GqlToGremlin		0.1	8	0.1230	0
GqlToGremlin		0.1	5	0.1210	0
